51.9896234,-9.7119642,911.93
51.9896267,-9.7121547,913.12
51.9896278,-9.7121449,913.06
51.9896316,-9.7122512,913.74
51.9896366,-9.712211,913.5
51.9896366,-9.7120688,912.59
51.9896366,-9.7119079,911.53
51.9896498,-9.7122807,913.98
51.9896613,-9.7123505,914.49
51.989663,-9.7118972,911.37
51.9896828,-9.7124443,915.23
51.9896977,-9.7117657,909.78
51.9897026,-9.7116477,908.4
51.9897043,-9.7125623,916.2
51.9897076,-9.7116933,908.93
51.9897241,-9.7126616,917.07
51.9897291,-9.7115914,907.74
51.9897555,-9.7126884,917.54
51.9897654,-9.7127394,918.03
51.9897852,-9.7115297,907.04
51.989787,-9.7115276,907.01
51.9897968,-9.7128225,919.01
51.9898265,-9.712911,920.09
51.9898298,-9.7114761,906.45
51.9898397,-9.7114117,905.74
51.9898563,-9.7129808,921.07
51.9898876,-9.7130398,922.01
51.9899008,-9.7113473,905.08
51.9899388,-9.7131685,923.98
51.9899504,-9.7111998,903.54
51.9900132,-9.7132597,926.08
51.990033,-9.7110737,902.37
51.9900693,-9.7133268,925.12
51.9900842,-9.7108994,898.31
51.9901123,-9.7134475,920.58
51.9901156,-9.7107358,894.79
51.990133,-9.7135418,918.19
51.9901668,-9.7135789,915.62
51.9901882,-9.7104997,888.82
51.9902279,-9.7137184,910.78
51.9902435,-9.7290695,819.37
51.9902661,-9.7289362,818.56
51.9902708,-9.7102852,883.75
51.9902793,-9.728314,814.69
51.9902815,-9.7304562,823.31
51.9902857,-9.7138149,906.97
51.9902859,-9.7285714,816.66
51.9902901,-9.730638,823.13
51.9902963,-9.7299324,822.57
51.9903046,-9.7291553,819.6
51.9903187,-9.7139088,904.91
51.9903253,-9.710143,881.14
51.9903366,-9.729816,821.87
51.9903558,-9.7294664,820.49
51.9903633,-9.7140402,902.47
51.9903674,-9.7292304,819.59
51.9903699,-9.7295983,820.8
51.9903756,-9.729327,819.85
51.9903781,-9.7300199,821.28
51.9903838,-9.7304242,821.22
51.9903964,-9.7099016,878.8
51.9903966,-9.731676,817.84
51.9904049,-9.7318354,816.61
51.9904081,-9.7279599,812.84
51.9904112,-9.7141395,900.28
51.9904201,-9.7314016,818.99
51.9904401,-9.7307485,820.07
51.9904402,-9.7320267,811.45
51.9904591,-9.7142334,898.44
51.9904628,-9.7292066,819.02
51.9904841,-9.7277131,812.14
51.9904896,-9.730837,819.06
51.9905103,-9.7143514,896.94
51.9905202,-9.7096602,877.3
51.990532,-9.7273483,810.23
51.9905447,-9.7309257,817.94
51.9905599,-9.7144506,895.82
51.9905616,-9.7324222,801.45
51.9905995,-9.7145338,895.23
51.9906006,-9.7312878,816.07
51.9906096,-9.726997,810.08
51.9906102,-9.7315425,814.63
51.990616,-9.714692,895.56
51.9906259,-9.7094376,877.99
51.9906267,-9.7284204,819.65
51.9906284,-9.731757,813.25
51.9906392,-9.7146196,894.92
51.9906399,-9.7325671,798.31
51.9906639,-9.714751,894.03
51.9906656,-9.7147913,893.68
51.9906771,-9.7148664,892.9
51.9906889,-9.7266724,809.92
51.990692,-9.71481,893.03
51.9907217,-9.7149844,891.36
51.99073,-9.714912,891.67
51.9907341,-9.7327521,795.17
51.9907399,-9.7091399,881.4
51.9907515,-9.7151346,889.48
51.9907548,-9.7090057,883.03
51.9907581,-9.715038,889.65
51.9907762,-9.7152526,887.45
51.9907779,-9.7151775,887.76
51.9907793,-9.7279299,816.97
51.9907836,-9.7329319,788.99
51.990788,-9.7263828,809.65
51.9907961,-9.7154779,882.57
51.9907961,-9.7088877,882.83
51.9908164,-9.7155037,880.88
51.9908175,-9.7153331,884.78
51.9908249,-9.7330445,784.45
51.9908357,-9.7155852,877.89
51.9908378,-9.732655,788.8
51.9908456,-9.7087912,881.81
51.9908555,-9.7087187,882.69
51.9908572,-9.7155932,876.62
51.9908673,-9.7260287,805.87
51.9908728,-9.7331518,779.77
51.9908786,-9.7157515,871.79
51.9908902,-9.7085444,884.27
51.9908952,-9.7158856,867.85
51.9908952,-9.7158293,869.18
51.9909084,-9.7157676,870.01
51.9909133,-9.7084157,884.96
51.9909216,-9.7159097,866.11
51.9909356,-9.7329238,778.08
51.9909393,-9.733359,771.37
51.9909414,-9.7081796,885.97
51.9909431,-9.7160465,862.04
51.9909464,-9.7161672,859.11
51.9909466,-9.7256425,802.81
51.9909521,-9.7330096,775.98
51.9909546,-9.7160787,860.82
51.9909596,-9.7159714,863.04
51.9909605,-9.7274997,809.78
51.9909612,-9.7163148,855.14
51.9909612,-9.7079329,887.71
51.9909744,-9.7076646,889.82
51.9909794,-9.707214,893.66
51.9909827,-9.7070746,894.54
51.9909844,-9.7074957,890.94
51.9909877,-9.7077853,888.17
51.9909943,-9.7164435,850.99
51.9910058,-9.7072811,892.16
51.9910075,-9.7073669,891.29
51.9910091,-9.7163791,851.89
51.9910099,-9.7331867,770.3
51.9910112,-9.7335096,764.39
51.9910174,-9.7201718,762.28
51.991019,-9.7069002,893.8
51.9910256,-9.7164703,849.27
51.9910356,-9.7199706,765.28
51.9910391,-9.725267,801.84
51.9910422,-9.7197051,770.0
51.9910422,-9.7067607,893.58
51.9910488,-9.7202147,761.62
51.991062,-9.7205929,761.21
51.991062,-9.7197668,768.45
51.9910686,-9.7206814,761.12
51.9910727,-9.7334978,761.39
51.9910785,-9.7205258,761.03
51.9910826,-9.7273931,806.7
51.9910835,-9.7202952,760.96
51.9910868,-9.7066427,893.09
51.9910884,-9.7165267,845.84
51.9910934,-9.7166903,842.24
51.9910941,-9.7337607,756.41
51.9910967,-9.7204668,760.79
51.9910983,-9.7168083,839.1
51.9911016,-9.7195656,771.27
51.9911051,-9.7250953,802.87
51.9911082,-9.7193671,775.16
51.9911099,-9.7203971,760.56
51.9911132,-9.7206921,760.71
51.9911132,-9.7165723,844.04
51.9911165,-9.7170604,831.79
51.9911183,-9.7243872,796.67
51.9911198,-9.7191981,778.71
51.9911198,-9.716929,835.2
51.9911214,-9.7065113,893.1
51.9911231,-9.7167305,840.39
51.991125,-9.7247734,800.88
51.991125,-9.7218445,764.25
51.9911264,-9.71687,836.57
51.9911314,-9.7171543,828.85
51.9911316,-9.7239795,792.69
51.9911316,-9.7234216,785.93
51.9911316,-9.7220912,767.47
51.9911316,-9.7214153,760.36
51.9911347,-9.7207619,760.6
51.9911382,-9.7229603,779.82
51.9911446,-9.7208236,760.61
51.9911446,-9.7063664,892.9
51.9911514,-9.7225848,774.85
51.9911514,-9.722338,771.24
51.9911561,-9.7190479,781.26
51.991158,-9.7227886,778.04
51.991158,-9.7210398,760.52
51.9911611,-9.7188494,785.6
51.9911617,-9.7273085,805.42
51.9911644,-9.7172053,826.53
51.991166,-9.7186107,790.98
51.9911668,-9.733766,753.4
51.9911677,-9.7187851,786.88
51.9911693,-9.7189701,782.7
51.991171,-9.7175888,816.23
51.9911757,-9.7338775,751.8
51.9911776,-9.7173206,823.11
51.9911778,-9.720836,760.43
51.9911792,-9.7174493,819.68
51.9911809,-9.7176854,813.42
51.9911842,-9.7186966,788.56
51.9911842,-9.7184391,794.56
51.9911859,-9.7177336,812.03
51.9911875,-9.7061599,891.42
51.9911904,-9.7339792,749.99
51.9911908,-9.7185222,792.47
51.9911925,-9.7175164,817.56
51.9911925,-9.7173742,821.29
51.9911925,-9.7172455,824.66
51.9911958,-9.7176425,814.16
51.9912029,-9.7340573,748.65
51.9912057,-9.7060741,890.98
51.9912081,-9.7271571,806.29
51.9912189,-9.7058971,890.27
51.9912338,-9.718262,797.53
51.9912503,-9.7178812,806.56
51.9912635,-9.7342642,745.11
51.9912651,-9.7057174,890.11
51.9912734,-9.717959,803.99
51.9912949,-9.7181092,799.66
51.9912969,-9.73441,743.44
51.9913064,-9.7180421,801.07
51.9913136,-9.7345559,742.28
51.9913163,-9.7055591,890.65
51.9913261,-9.7346509,741.37
51.9913449,-9.7347628,740.37
51.9913931,-9.7268298,807.5
51.9914557,-9.7352666,737.0
51.9914739,-9.7267369,805.94
51.9914782,-9.7053043,891.84
51.9915287,-9.735387,733.54
51.9915523,-9.7355032,731.73
51.9915591,-9.7051246,891.2
51.9915816,-9.7356186,730.0
51.9916351,-9.704961,889.44
51.9916539,-9.7357861,727.5
51.9916842,-9.7359076,726.36
51.9916914,-9.7361142,724.94
51.9916986,-9.7264704,799.84
51.9917243,-9.704792,886.42
